name,age,gender,location,year,Were you able to vote in the recent Lok Sabha election?,When did you decide whom to vote for?,What mattered more to you in this election party or candidate?,Which party do you prefer overall?,Did you vote for this party because you really wanted to or due to lack of alternatives?,Whose opinion mattered the most while deciding whom to vote for?,Why were you not able to vote in the recent Lok Sabha election?,How interested were you in the election campaign this time?,Were you or a family member contacted by political parties through phone or social media?,"As compared to five years ago, how is the economic condition of your household today?",Rate the effectiveness of the recent government policies (1 to 5),What is your top issue for this election?,Do you think the government is handling inflation effectively?,Has your trust in the judiciary improved over the last five years?,Did a candidate or party member visit your house to ask for your vote?,How satisfied are you with the BJP-led NDA government's performance over the last five years? Rate (1 to 5),Which government work in the last five years did you like the most?,Do you think regular change of government promotes development?,What is your opinion on the most suitable Prime Ministerial candidate?
Ravi Verma,53,Male,Urban,2025,Not able to vote,No response,No response,BJP,Really wanted to vote,Friends/neighbors,Other,Not at all,Don't know,Worse,5,Other,Yes,No,Don't know,4,No response,Statement 2: Important for the same party to remain,Arvind Kejriwal
Vidya Agarwal,34,Male,Rural,2020,Not able to vote,Even before announcement of candidates,Candidate,BJP,No good alternative,"No one, I voted on my own",Other,Not at all,No,No response,3,Other,No,No,Yes,4,Employment opportunities,No response,Priyanka Gandhi
Vidya Agarwal,34,Male,Rural,2021,Able to vote,A day or two before voting,No response,AAP,No response,Caste/community leader,Was ill,Somewhat,Don't know,No response,4,Education,Yes,Yes,Don't know,3,Global image,No response,No response
Vidya Agarwal,34,Male,Rural,2022,Able to vote,A day or two before voting,No response,AAP,No response,"No one, I voted on my own",No response,Somewhat,No,Worse,1,National Security,Yes,Yes,Yes,4,Improving infrastructure,Statement 2: Important for the same party to remain,Other
Vidya Agarwal,34,Male,Rural,2023,Able to vote,No response,Candidate,INC,Really wanted to vote,Religious leader,Was not in village/city,Great deal,No,Worse,5,Healthcare,Yes,Yes,Don't know,4,Global image,Statement 2: Important for the same party to remain,Rahul Gandhi
Vidya Agarwal,34,Male,Rural,2024,Able to vote,No response,Party,AAP,Really wanted to vote,Caste/community leader,Did not have necessary documents,Not at all,Don't know,Worse,1,Economy,Not sure,Yes,Yes,2,Global image,Statement 1: Promotes development,Priyanka Gandhi
Vidya Agarwal,34,Male,Rural,2025,Not able to vote,On the day of voting,PM candidate,BJP,Really wanted to vote,Family member,Was ill,No response,Yes,Remained same,2,Other,No,No,Don't know,3,Global image,Statement 1: Promotes development,No response
sumit Bhatia,30,Non-binary,Urban,2020,Able to vote,Even before announcement of candidates,Candidate,INC,No response,Friends/neighbors,Was not in village/city,Great deal,Yes,Better,4,National Security,No,Yes,No,2,Modi's leadership,Statement 1: Promotes development,Rahul Gandhi
sumit Bhatia,30,Non-binary,Urban,2021,Not able to vote,A day or two before voting,PM candidate,Not sure,No response,Local political leader,Did not have necessary documents,Not at all,Did not respond,Much better,4,Other,Not sure,No,Don't know,3,Employment opportunities,Statement 1: Promotes development,Arvind Kejriwal
sumit Bhatia,30,Non-binary,Urban,2022,Not able to vote,After announcement of candidates,PM candidate,Not sure,No good alternative,Other,Was ill,Not at all,No,Much better,4,Economy,No,No,No,1,Global image,Statement 1: Promotes development,Priyanka Gandhi
sumit Bhatia,30,Non-binary,Urban,2023,Able to vote,After announcement of candidates,No response,AAP,No response,"No one, I voted on my own",No response,Great deal,Don't know,Much worse,4,Healthcare,No,Yes,Don't know,5,No response,Statement 1: Promotes development,Narendra Modi
sumit Bhatia,30,Non-binary,Urban,2024,Not able to vote,Even before announcement of candidates,Candidate,AAP,No good alternative,Don't know,No response,Somewhat,Don't know,No response,5,National Security,Not sure,Yes,No,2,Global image,Statement 2: Important for the same party to remain,Rahul Gandhi
sumit Bhatia,30,Non-binary,Urban,2025,Not able to vote,After announcement of candidates,PM candidate,AAP,No response,"No one, I voted on my own",Was ill,Not at all,Yes,Better,5,Education,No,Yes,Yes,2,Other,No response,No response
Arjun Sharma,50,Female,Urban,2020,Not able to vote,No response,PM candidate,AAP,Really wanted to vote,Other,Did not feel like voting,No response,Yes,Much worse,5,National Security,No,No,No,2,No response,Statement 2: Important for the same party to remain,No response
Arjun Sharma,50,Female,Urban,2021,Able to vote,On the day of voting,PM candidate,AAP,Really wanted to vote,"No one, I voted on my own",Was not in village/city,Great deal,Yes,Better,3,Other,Yes,No,Yes,1,Improving infrastructure,No response,Arvind Kejriwal
Arjun Sharma,50,Female,Urban,2022,Able to vote,A day or two before voting,Candidate,INC,No good alternative,Caste/community leader,Was ill,Great deal,Don't know,Better,5,Other,Not sure,No,No,1,Other,Statement 2: Important for the same party to remain,Priyanka Gandhi
Arjun Sharma,50,Female,Urban,2023,Able to vote,Even before announcement of candidates,No response,BJP,Really wanted to vote,Religious leader,Was not in village/city,Not at all,Did not respond,Worse,5,National Security,Yes,No,Don't know,5,Other,Statement 2: Important for the same party to remain,Priyanka Gandhi
Arjun Sharma,50,Female,Urban,2024,Not able to vote,A day or two before voting,No response,Not sure,No good alternative,Other,Was not in village/city,Great deal,Don't know,No response,3,Economy,Not sure,Yes,Yes,5,No response,Statement 2: Important for the same party to remain,Narendra Modi
Arjun Sharma,50,Female,Urban,2025,Not able to vote,Even before announcement of candidates,Party,AAP,Really wanted to vote,Religious leader,No response,Not at all,Did not respond,Much better,3,Healthcare,Not sure,No,No,1,Other,Statement 2: Important for the same party to remain,Arvind Kejriwal
Meera Sharma,56,Female,Suburban,2020,Able to vote,During the campaign,No response,INC,No good alternative,Religious leader,Did not have necessary documents,Not at all,Did not respond,Remained same,4,Other,No,No,No,2,Reducing poverty,Statement 1: Promotes development,Other
Meera Sharma,56,Female,Suburban,2021,Not able to vote,No response,Candidate,INC,No good alternative,Don't know,Was not in village/city,Somewhat,Did not respond,Much better,3,Other,No,Yes,Don't know,5,Reducing poverty,Statement 2: Important for the same party to remain,Arvind Kejriwal
Meera Sharma,56,Female,Suburban,2022,Able to vote,Even before announcement of candidates,PM candidate,BSP,No response,Caste/community leader,Did not feel like voting,Not at all,Did not respond,Remained same,5,Education,No,Yes,Don't know,2,Reducing poverty,No response,Other
Meera Sharma,56,Female,Suburban,2023,Able to vote,After announcement of candidates,No response,AAP,Really wanted to vote,Friends/neighbors,Did not feel like voting,Great deal,Did not respond,Worse,5,Other,Not sure,Yes,Don't know,2,Reducing poverty,Statement 2: Important for the same party to remain,Priyanka Gandhi
Meera Sharma,56,Female,Suburban,2024,Able to vote,During the campaign,Party,Not sure,Really wanted to vote,Caste/community leader,Other,Somewhat,No,Worse,1,Economy,Yes,No,Don't know,4,Improving infrastructure,Statement 1: Promotes development,No response
Meera Sharma,56,Female,Suburban,2025,Not able to vote,During the campaign,No response,AAP,No response,Local political leader,No response,Not at all,No,Better,5,Healthcare,Not sure,Yes,Yes,3,Modi's leadership,Statement 2: Important for the same party to remain,Arvind Kejriwal
Ananya Agarwal,33,Male,Suburban,2020,Able to vote,No response,No response,BJP,Really wanted to vote,Don't know,Did not have necessary documents,Great deal,Don't know,Worse,1,Education,No,No,Don't know,2,Improving infrastructure,No response,Other
Ananya Agarwal,33,Male,Suburban,2021,Not able to vote,After announcement of candidates,Party,Not sure,No response,Other,Was ill,Great deal,Don't know,Much better,5,Healthcare,Not sure,Yes,Yes,3,No response,Statement 1: Promotes development,Rahul Gandhi
Ananya Agarwal,33,Male,Suburban,2022,Not able to vote,On the day of voting,Party,BSP,No good alternative,Friends/neighbors,Was not in village/city,Not at all,Did not respond,Much worse,1,National Security,Not sure,Yes,Yes,5,Modi's leadership,Statement 2: Important for the same party to remain,Priyanka Gandhi
Ananya Agarwal,33,Male,Suburban,2023,Not able to vote,Even before announcement of candidates,PM candidate,BJP,No good alternative,Friends/neighbors,Did not have necessary documents,Great deal,Did not respond,Worse,4,National Security,No,No,No,4,Global image,Statement 1: Promotes development,Rahul Gandhi
Ananya Agarwal,33,Male,Suburban,2024,Able to vote,On the day of voting,PM candidate,AAP,No good alternative,Friends/neighbors,Was ill,Great deal,Did not respond,Much worse,2,Economy,Yes,No,Yes,4,Improving infrastructure,Statement 1: Promotes development,Arvind Kejriwal
Ananya Agarwal,33,Male,Suburban,2025,Not able to vote,No response,PM candidate,INC,Really wanted to vote,Other,Other,Great deal,Yes,Worse,4,Education,Not sure,No,Don't know,5,Modi's leadership,Statement 1: Promotes development,Other
Kunal Das,35,Male,Urban,2020,Able to vote,During the campaign,Candidate,INC,No good alternative,Local political leader,Did not have necessary documents,No response,Did not respond,Much better,3,Economy,Not sure,Yes,No,2,Modi's leadership,Statement 1: Promotes development,Arvind Kejriwal
Kunal Das,35,Male,Urban,2021,Able to vote,No response,Candidate,AAP,Really wanted to vote,"No one, I voted on my own",No response,No response,Did not respond,Worse,2,Economy,No,Yes,Don't know,5,Global image,Statement 1: Promotes development,No response
Kunal Das,35,Male,Urban,2022,Not able to vote,Even before announcement of candidates,Candidate,AAP,No response,Friends/neighbors,Was not in village/city,Somewhat,No,Much better,4,National Security,Yes,No,Don't know,3,Reducing poverty,Statement 1: Promotes development,No response
Kunal Das,35,Male,Urban,2023,Able to vote,On the day of voting,Candidate,AAP,No good alternative,Religious leader,Other,Somewhat,Yes,Remained same,1,Other,Not sure,No,Don't know,5,Improving infrastructure,Statement 1: Promotes development,Other
Kunal Das,35,Male,Urban,2024,Not able to vote,No response,Candidate,INC,Really wanted to vote,Caste/community leader,Other,Somewhat,Did not respond,Much better,3,Other,Yes,No,No,1,Other,Statement 2: Important for the same party to remain,Arvind Kejriwal
Kunal Das,35,Male,Urban,2025,Able to vote,A day or two before voting,No response,INC,Really wanted to vote,Religious leader,Did not have necessary documents,No response,Did not respond,Better,3,Other,Not sure,No,No,1,Improving infrastructure,Statement 2: Important for the same party to remain,Other
Sneha Joshi,39,Non-binary,Suburban,2020,Not able to vote,Even before announcement of candidates,No response,INC,No response,Family member,Did not have necessary documents,Somewhat,Don't know,Remained same,2,Education,No,No,No,3,Global image,No response,Narendra Modi
Sneha Joshi,39,Non-binary,Suburban,2021,Able to vote,A day or two before voting,Candidate,BJP,No response,Caste/community leader,Was not in village/city,Not at all,No,Remained same,4,Healthcare,Not sure,Yes,Yes,1,Improving infrastructure,No response,Priyanka Gandhi
Sneha Joshi,39,Non-binary,Suburban,2022,Not able to vote,Even before announcement of candidates,PM candidate,INC,No response,Local political leader,Other,No response,Yes,Much better,2,Education,No,Yes,Yes,4,No response,No response,Other
Sneha Joshi,39,Non-binary,Suburban,2023,Not able to vote,On the day of voting,No response,AAP,No response,Don't know,Did not have necessary documents,Not at all,Did not respond,Much better,4,Healthcare,No,No,Don't know,5,Other,No response,Narendra Modi
Sneha Joshi,39,Non-binary,Suburban,2024,Able to vote,During the campaign,Party,AAP,No response,Friends/neighbors,No response,Somewhat,Don't know,No response,3,Education,Not sure,Yes,No,4,Employment opportunities,Statement 1: Promotes development,Narendra Modi
Sneha Joshi,39,Non-binary,Suburban,2025,Not able to vote,During the campaign,PM candidate,BJP,No good alternative,"No one, I voted on my own",Did not feel like voting,Somewhat,Did not respond,Remained same,1,Education,No,No,Don't know,5,Employment opportunities,Statement 2: Important for the same party to remain,Priyanka Gandhi
Sneha Nair,26,Male,Suburban,2020,Able to vote,Even before announcement of candidates,Candidate,Not sure,No response,Family member,Did not have necessary documents,Great deal,Did not respond,No response,2,Healthcare,No,No,No,1,Modi's leadership,No response,Other
Sneha Nair,26,Male,Suburban,2021,Not able to vote,Even before announcement of candidates,Candidate,BSP,No good alternative,Caste/community leader,Did not have necessary documents,Great deal,No,Much worse,2,Education,Not sure,No,Don't know,2,No response,Statement 1: Promotes development,Priyanka Gandhi
Sneha Nair,26,Male,Suburban,2022,Able to vote,On the day of voting,Party,AAP,No good alternative,Don't know,No response,No response,Yes,Much better,1,Economy,No,No,No,2,Modi's leadership,Statement 2: Important for the same party to remain,Other
Sneha Nair,26,Male,Suburban,2023,Not able to vote,Even before announcement of candidates,Candidate,BSP,No good alternative,Caste/community leader,Was ill,Not at all,Did not respond,Worse,3,Other,No,Yes,Don't know,1,Employment opportunities,Statement 1: Promotes development,Rahul Gandhi
Sneha Nair,26,Male,Suburban,2024,Not able to vote,After announcement of candidates,PM candidate,AAP,Really wanted to vote,Religious leader,Did not have necessary documents,Not at all,Did not respond,Much better,3,Other,Not sure,No,Yes,1,Global image,No response,Priyanka Gandhi
Sneha Nair,26,Male,Suburban,2025,Not able to vote,On the day of voting,Party,AAP,Really wanted to vote,Don't know,Did not feel like voting,Not at all,No,Remained same,4,Economy,Yes,Yes,Yes,3,Modi's leadership,No response,Narendra Modi
sumit Kumar,45,Male,Urban,2020,Not able to vote,A day or two before voting,Candidate,INC,No good alternative,Friends/neighbors,Did not have necessary documents,Great deal,Don't know,Much better,2,Economy,No,No,Don't know,3,Employment opportunities,No response,Rahul Gandhi
sumit Kumar,45,Male,Urban,2021,Not able to vote,During the campaign,No response,AAP,No good alternative,Caste/community leader,Did not feel like voting,Great deal,Did not respond,Remained same,2,Education,Not sure,Yes,No,2,Employment opportunities,No response,Other
sumit Kumar,45,Male,Urban,2022,Able to vote,Even before announcement of candidates,Candidate,BSP,Really wanted to vote,Caste/community leader,Did not feel like voting,Somewhat,Don't know,Remained same,5,Economy,No,No,No,4,Reducing poverty,No response,Arvind Kejriwal
sumit Kumar,45,Male,Urban,2023,Able to vote,On the day of voting,PM candidate,INC,Really wanted to vote,Friends/neighbors,No response,Not at all,Don't know,Much better,2,Education,Not sure,No,Yes,1,Modi's leadership,Statement 1: Promotes development,Arvind Kejriwal
sumit Kumar,45,Male,Urban,2024,Able to vote,After announcement of candidates,PM candidate,INC,Really wanted to vote,Caste/community leader,Other,Great deal,Don't know,Much worse,4,Other,Not sure,Yes,Don't know,4,No response,No response,Arvind Kejriwal
